Tender Title,Label,Tender No and date,Plant/Unit,Tender issue date and time,Bid Submission Closing date and Time,Remarks,Label_Code
ENABLING ACTIVITIES IN VARIOUS AREAS OF BF 1,none,021/643/1988100414/01/00/500006980 DATED:23.03.2020,Rourkela Steel Plant,Mar 24 2020  6:00:00:000PM,May 13 2020  4:00:00:000PM,Corr,4
LUMP SUMP JOBS RELATED TO BLAST FURNACE 1<(>&<)> 4,none,021/643/2088100019/01/00/500007059 DATED:13.05.2020,Rourkela Steel Plant,May 14 2020 12:00:00:000PM,May 26 2020  4:00:00:000PM, --  ,4
"REMOVAL OF DUST,DEBRIS FROM CRANE WALKWAYS <(>&<)> EOT CRANE GLASSES",unskilled_manpower ,021/644/1988100321/02/00/500006999  DATED:30.03.2020,Rourkela Steel Plant,Mar 30 2020  6:00:00:000PM,May 27 2020  4:00:00:000PM,Corr,7
HIRING OF TIPPER FOR DISPOSAL OF -30MM LIME STONE FROM LDBP TO OBBP.,vehicle/equipment_hiring,021/646/1981000343/01/00/500006919 DATED:17.02.2020,Rourkela Steel Plant,Feb 18 2020  3:00:00:000PM,May 21 2020  4:00:00:000PM,Corr,8
RATE CONTRACT FOR RMVL-SCALE ETC. FROM  WB-FCE. IN PM- C/R.,none,021/653/1988100350/01/00/500006995  DATED:30.03.2020,Rourkela Steel Plant,Mar 30 2020  6:00:00:000PM,May 14 2020  4:00:00:000PM,Corr,4
R/C FOR RMVL-GREASE ETC.FROM C/BED TO PILER OF PM-C/REP,none,021/653/1988100404/01/00/500007001  DATED:06.04.2020,Rourkela Steel Plant,Apr  6 2020  6:00:00:000PM,May 18 2020  4:00:00:000PM,Corr,4
ENABLING COIL STACKING AND TRANSFER OF COILS IN HSM COIL YARD,none,021/654/1981000382/01/00/500007043 DATED:24.04.2020,Rourkela Steel Plant,Apr 24 2020  4:00:00:000PM,May 12 2020  4:00:00:000PM, --  ,4
"RATE CONTRACT FOR UPKEEPING OF SHOOPFLOOR,PERIPHERY OF SPP FOR 2 YEARS",unskilled_manpower ,021/657/1988100337/01/00/500006954 DATED:02.03.2020,Rourkela Steel Plant,Mar  2 2020  6:00:00:000PM,Mar 23 2020  4:00:00:000PM, --  ,7
"RATE CONTRACT FOR UPKEEPING OF SHOOPFLOOR,PERIPHERY OF SPP FOR 2 YEARS",unskilled_manpower ,021/657/1988100337/01/00/500006954 DATED:02.03.2020,Rourkela Steel Plant,Mar  2 2020  6:00:00:000PM,Mar 23 2020  4:00:00:000PM, --  ,7
"REMOVAL OF MUCK,SLUDGE,SCALE ETC FROM DIFFERENT TANKS,PITS AND CELLARS",unskilled_manpower ,021/661/1988100237/01/00/500006964  DATED:11.03.2020,Rourkela Steel Plant,Mar 11 2020  6:00:00:000PM,May  5 2020  4:00:00:000PM,Corr,7
"BRACING,UNITISING AND SECURING OF SLABS/GP/GC SHEETS ON LOADED WAGONS",none,021/663/1981000164/01/00/500006673 DATED:17.10.2019,Rourkela Steel Plant,Oct 17 2019  6:30:00:000PM,May  6 2020  4:00:00:000PM,Corr,4
REPAIR <(>&<)> OVERHAULING OF TURBOCHARGER OF EARTH MOVING EQUIPMENTS.,skilled_manpower,021/675/1982001634/01/00/500006977 DATED:13.03.2020,Rourkela Steel Plant,Mar 13 2020  6:00:00:000PM,May 23 2020  4:00:00:000PM,Corr,6
OPERATION AND MAINTENANCE CONTRACT FOR LAGOON PUMP HOUSE FOR 2 YEARS.,skilled_manpower,021/677/1982001768/01/00/500007048 DATED:08.05.2020,Rourkela Steel Plant,May  9 2020  6:00:00:000PM,May 30 2020  4:00:00:000PM, --  ,6
"ASSISTANCE JOBS AT DWS,CWPH <(>&<)> STORES FOR FY-2020-2021.",unskilled_manpower ,021/677/1988100473/01/00/500006983 DATED:16.03.2020,Rourkela Steel Plant,Mar 16 2020  6:00:00:000PM,May  7 2020  4:00:00:000PM,Corr,7
TRANSPORTATION OF LIME FROM CP-II TO TPH.,vehicle/equipment_hiring,021/677/2081000022/01/00/500007066 DATED:13.05.2020,Rourkela Steel Plant,May 13 2020  6:00:00:000PM,May 28 2020  4:00:00:000PM, --  ,8
REPAIR/REPLACEMENT OF PIPE LINES OF DIFFERENT SIZES UNDER W.M.D.,skilled_manpower,021/677/2082000009/01/00/500007063 DATED:09.05.2020,Rourkela Steel Plant,May  9 2020  6:00:00:000PM,May 25 2020  4:00:00:000PM, --  ,6
2(TWO) YEAR RATE CONTRACT FOR RPR/SRVNG OF CRANE CABIN/E-ROOM ACs.,skilled_manpower,021/684/1982001579/01/00/500007030 DATED:15.04.2020,Rourkela Steel Plant,Apr 21 2020  6:00:00:000PM,May  7 2020  4:00:00:000PM, --  ,6
2(TWO)YEAR RATE CONTRACT FOR RPR <(>&<)> SERVICING OF MOBILE ACs.,skilled_manpower,021/684/1982001627/01/00/500007023 DATED:13.04.2020,Rourkela Steel Plant,Apr 13 2020  6:00:00:000PM,May  4 2020  4:00:00:000PM, --  ,6
2(TWO) YEAR RATE CONTRACT FOR RPR <(>&<)> SERVICING OF PACKAGE ACs.,skilled_manpower,021/684/1982001732/01/00/500007021 DATED:13.04.2020,Rourkela Steel Plant,Apr 15 2020  6:00:00:000PM,May  5 2020  4:00:00:000PM, --  ,6
2(TWO) YEAR RATE CONTRACT FOR RPR <(>&<)> SERVICING OF PACKAGE ACs.,skilled_manpower,021/684/1982001732/01/00/500007021 DATED:13.04.2020,Rourkela Steel Plant,Apr 15 2020  6:00:00:000PM,May  5 2020  4:00:00:000PM, --  ,6
CONTRACT FOR WET LEASING OF LOCOMOTIVES.,vehicle/equipment_hiring,021/697/1981000332/01/00/500006968 DATED:18.03.2020,Rourkela Steel Plant,Mar 19 2020  6:00:00:000PM,May 12 2020  4:00:00:000PM,Corr,8
WIRING OF TRM OFFICE BUILDINGS AND REP./SERV.OF DESERT COOLERS.,skilled_manpower,021/697/1982001205/01/00/500006902 DATED:10.02.2020,Rourkela Steel Plant,Feb 11 2020  6:00:00:000PM,May  9 2020  4:00:00:000PM,Corr,6
REPLACEMENT OF RAIL TRACK IN ZONE-II AREA.,skilled_manpower,021/697/1994000121/01/00/500006982 DATED:16.03.2020,Rourkela Steel Plant,Mar 17 2020  6:00:00:000PM,May 25 2020  4:00:00:000PM,Corr,6
Sanitation Work for Various Sports Complex,unskilled_manpower ,031/124/1982100483/01/00/500007045 DATED:23.04.2020,Rourkela Steel Plant,Apr 24 2020  7:00:00:000PM,May  7 2020  4:00:00:000PM, --  ,7
Anti- larval treatment for mosquito control at Rourkela Steel Township,unskilled_manpower ,031/504/1882100212/02/00/500006024 DATED:26.12.2018,Rourkela Steel Plant,May 13 2020  9:00:00:000PM,May 26 2020  4:00:00:000PM, --  ,7
CLEANING SANITATION OF CIVIC CENTRE AND 05 NOS. OF SOCIAL HOMES,unskilled_manpower ,031/505/1982100485/01/00/500007044 DATED:23.04.2020,Rourkela Steel Plant,Apr 24 2020  6:00:00:000PM,May  7 2020  4:00:00:000PM, --  ,7
Repair of Sub-Station buildings located at different areas in ST.,skilled_manpower,031/510/1982100399/01/00/500007025 DATED:08.04.2020,Rourkela Steel Plant,Apr  9 2020 10:00:00:000AM,Apr 23 2020  4:00:00:000PM,Corr,6
Dismantling of damaged watch tower at Town Store,skilled_manpower,031/510/1982100402/01/00/500006959  DATED:03.03.2020,Rourkela Steel Plant,Mar  4 2020  8:30:00:000PM,Apr  2 2020  4:00:00:000PM,Corr,6
"Cleaning & Upkeeping of Ispat Central Market, Sect-19; VIP Market, Sect-5 and Ispat Haat.",unskilled_manpower ,031/510/1982100453/01/00/500007024 DATED:08.04.2020,Rourkela Steel Plant,Apr  9 2020 10:00:00:000AM,Apr 23 2020  4:00:00:000PM,Corr,7
Construction of Ispat Bipani near Bhanja Bhawan (Open vending Zone),skilled_manpower,031/510/2094000011/01/00/500007058 DATED:06.05.2020,Rourkela Steel Plant,May  8 2020 11:00:00:000AM,May 20 2020  4:00:00:000PM, --  ,6
"Constrcuction of recharge pond near Hockey Stadium, Sector-6",skilled_manpower,031/510/2094000012/01/00/500007062 DATED:09.05.2020,Rourkela Steel Plant,May 11 2020  6:00:00:000PM,May 25 2020  4:00:00:000PM, --  ,6
Installation of 70Mtr National Flag Mast System at Sector-6,skilled_manpower,031/510/2094000021/01/00/500007064 DATED:09.05.2020,Rourkela Steel Plant,May 11 2020  6:00:00:000PM,May 25 2020  4:00:00:000PM, --  ,6
PROVIDING TECHN SERVICE FOR UNAUTHORISED ELECTRICAL <(>&<)> WATER LINE,skilled_manpower,031/520/1982100383/01/00/500006934  DATED:24.02.2020,Rourkela Steel Plant,Feb 25 2020  1:00:00:000PM,Mar 23 2020  4:00:00:000PM,Corr,6
PROVIDING TECHN SERVICE FOR UNAUTHORISED ELECTRICAL  WATER LINE,skilled_manpower,031/520/1982100383/02/00/500007042 DATED:18.04.2020,Rourkela Steel Plant,Apr 18 2020  7:00:00:000PM,May  4 2020  4:00:00:000PM, --  ,6
Enabling job for operation of equipments/vehicles of Township for 2yrs,skilled_manpower,031/520/1982100396/01/00/500007054 DATED:02.05.2020,Rourkela Steel Plant,May  2 2020  7:00:00:000PM,May 18 2020  4:00:00:000PM, --  ,6
"E.I.WORKS AT RECHARGE POND NEAR HOCKEY STADIUM, SECTOR-06",none,031/520/2094000013/01/00/500007052 DATED:28.04.2020,Rourkela Steel Plant,Apr 28 2020  4:00:00:000PM,May 12 2020  4:00:00:000PM,Corr,4
E.I.WORK AT ISPAT BIPANI NEAR BHANJA BHAWAN (OPEN VENDING ZONE),none,031/520/2094000022/01/00/500007060 DATED:09.05.2020,Rourkela Steel Plant,May  9 2020  7:00:00:000PM,May 25 2020  4:00:00:000PM, --  ,4
Upkeep  Management of Indira Gandhi Park Zoo Deer Park,unskilled_manpower ,031/540/1982100073/02/00/500007033 DATED:11.04.2020,Rourkela Steel Plant,Apr 16 2020  5:00:00:000PM,May 11 2020  4:00:00:000PM,Corr,7
PROCUREMENT AND INSTALLATION OF 33KV GIS SWITCHBOARD FOR LBSS-5 SUB-STATIONS OF RSP INCLUDING ASSOCIATED CIVIL WORK AND OTHER ASSOCIATED ENABLING FACILITIES on Turnkey Contract basis,skilled_manpower,042/ 383/1990000141/116 Dated 25.04.2020,Rourkela Steel Plant,Apr 25 2020 10:15:00:000AM,May 15 2020  2:30:00:000PM,Corr,6
"SUPPLY, INSTALLATION AND COMMISSIONING OF ILLUMINATION SYSTEM FOR RENOVATION / MODIFICATION AND DEVELOPMENT OF HIRAKUD GATE OF RSP on Turnkey Contract basis",skilled_manpower,042/383/1990000163/113 Dated 21.04.2020,Rourkela Steel Plant,Apr 21 2020  6:00:00:000PM,May 27 2020  2:30:00:000PM,Corr,6
INSTALLATION OF 4TH SLAB CASTER AND LADLE FURNACE  WITH ASSOCIATED FACILITES INCLUDING ENABLING WORK IN SMS-II AT ROURKELA STEEL PLANT- PKG.II,skilled_manpower,042/619/1990000014/SMS-II(PKG.II)R/107    Dt. 07.03.2020,Rourkela Steel Plant,Mar  7 2020  8:00:00:000PM,May 29 2020  2:30:00:000PM,Corr,6
PROCUREMENT OF ADDITIONAL TWO NOS.  TORPEDO LADLE CARS FOR BLAST FURNACES of RSP,vehicle/equipment_hiring,042/643/1992000241/88    Date 15.01.2020,Rourkela Steel Plant,Jan 15 2020  8:00:00:000PM,May 26 2020  2:30:00:000PM,Corr,8
"DESIGN, ENGINEERING, SUPPLY, ERECTION, TESTING & COMMISSIONING OF ONE NO. NEW CAPSULE TYPE LIFT (G+3) OF 8 PASSENGER CAPACITY AT EAST SIDE, B-BLOCK, ADMINISTRATIVE BUILDING AT RSP",vehicle/equipment_hiring,042/786/2090000011/120  Dtd.15.05.2020,Rourkela Steel Plant,May 15 2020  6:15:00:000PM,Jun  5 2020  2:30:00:000PM, --  ,8
"1464 Various jobs contracts (OTE-1464, EXTENSION OF VARIOUS JOBS, ) of Works Division of SAIL/Bokaro Steel Plant.  ",none,"1464 Various jobs contracts (OTE-1464, EXTENSION OF VARIOUS JOBS, ) of Works Division of SAIL/Bokaro",Bokaro Steel Plant,Mar  4 2020  5:45:00:000PM,Mar 24 2020 11:59:59:000PM,Corr,4
1465 Various jobs contracts (OTE-1465) of Works Division of SAIL/Bokaro Steel Plant.,none,1465 Various jobs contracts (OTE-1465) of Works Division of SAIL/Bokaro Steel Plant.,Bokaro Steel Plant,Mar  7 2020  5:30:00:000PM,Mar 26 2020 11:59:59:000PM, --  ,4
1466 Various jobs contracts (OTE-1466) of Works Division of SAIL/Bokaro Steel Plant.,none,1466 Various jobs contracts (OTE-1466) of Works Division of SAIL/Bokaro Steel Plant.,Bokaro Steel Plant,Mar 12 2020  9:15:00:000AM,Mar 31 2020 11:59:59:000PM, --  ,4
"1467 Various jobs contracts (OTE-1467, EXTENSION OF VARIOUS JOBS, ) of Works Division of SAIL/Bokaro Steel Plant.",none,"1467 Various jobs contracts (OTE-1467, EXTENSION OF VARIOUS JOBS, ) of Works Division of SAIL/Bokaro",Bokaro Steel Plant,Mar 16 2020  5:30:00:000PM,Apr  2 2020 11:59:59:000PM, --  ,4
"1468 Various jobs contracts (OTE-1468,LTE-0190,EXTENSION OF VARIOUS JOBS) of Works Division of SAIL/Bokaro Steel Plant.",none,"1468 Various jobs contracts (OTE-1468,LTE-0190,EXTENSION OF VARIOUS JOBS) of Works Division of SAIL/",Bokaro Steel Plant,Mar 19 2020  5:15:00:000PM,Apr  7 2020 11:59:59:000PM,Corr,4
"1469  Various jobs contracts (OTE-1469, LTE-0191)  of Works Division of SAIL/Bokaro Steel Plant.   ",none,"1469  Various jobs contracts (OTE-1469, LTE-0191)  of Works Division of SAIL/Bokaro Steel Plant.   ",Bokaro Steel Plant,Mar 21 2020  5:30:00:000PM,Apr  9 2020 11:59:59:000PM, --  ,4
"1470  Various jobs contracts (OTE-1470, EXTENSION OF VARIOUS JOBS,  LTE-0192)  of Works Division of SAIL/Bokaro Steel Plant",none,"1470  Various jobs contracts (OTE-1470, EXTENSION OF VARIOUS JOBS,  LTE-0192)  of Works Division of",Bokaro Steel Plant,Apr 17 2020  5:15:00:000PM,May  6 2020 11:59:59:000PM,Corr,4
1471 Various jobs contracts (OTE-1471) of Works Division of SAIL/Bokaro Steel Plant.,none,1471 Various jobs contracts (OTE-1471) of Works Division of SAIL/Bokaro Steel Plant.,Bokaro Steel Plant,Apr 22 2020  8:45:00:000PM,May 11 2020 11:59:59:000PM, --  ,4
1472   Various jobs contracts (OTE-1472) of Works Division of SAIL/Bokaro Steel Plant,none,1472   Various jobs contracts (OTE-1472) of Works Division of SAIL/Bokaro Steel Plant,Bokaro Steel Plant,Apr 25 2020 10:00:00:000PM,May 15 2020 11:59:59:000PM, --  ,4
"1473  Various jobs contracts (OTE-1473, LTE-0195) of Works Division of SAIL/Bokaro Steel Plant",none,"1473  Various jobs contracts (OTE-1473, LTE-0195) of Works Division of SAIL/Bokaro Steel Plant",Bokaro Steel Plant,Apr 29 2020  6:30:00:000PM,May 18 2020 11:59:59:000PM, --  ,4
"1474  Various jobs contracts (OTE-1474, LTE-0197) of Works Division of SAIL/Bokaro Steel Plant",none,"1474  Various jobs contracts (OTE-1474, LTE-0197) of Works Division of SAIL/Bokaro Steel Plant",Bokaro Steel Plant,May  4 2020 12:00:00:000PM,May 21 2020 11:59:59:000PM,Corr,4
"1475  Various jobs contracts (OTE-1475, LTE-0198) of Works Division of SAIL/Bokaro Steel Plant",none,"1475  Various jobs contracts (OTE-1475, LTE-0198) of Works Division of SAIL/Bokaro Steel Plant",Bokaro Steel Plant,May  7 2020  1:30:00:000PM,May 25 2020 11:59:59:000PM, --  ,4
"1476 OTE  Various jobs contracts (OTE-1476, EXTENSION OF VARIOUS JOBS) of Works Division of SAIL/Bokaro Steel Plant",none,"1476 OTE  Various jobs contracts (OTE-1476, EXTENSION OF VARIOUS JOBS) of Works Division of SAIL/Bok",Bokaro Steel Plant,May  9 2020  9:00:00:000PM,May 28 2020 11:59:59:000PM, --  ,4
"1477 OTE  Various jobs contracts (OTE-1477, LTE-0199, EXTENSION OF VARIOUS JOBS) of Works Division of SAIL/Bokaro Steel Plant",none,"1477 OTE  Various jobs contracts (OTE-1477, LTE-0199, EXTENSION OF VARIOUS JOBS) of Works Division o",Bokaro Steel Plant,May 14 2020 12:15:00:000PM,Jun  1 2020 11:59:59:000PM, --  ,4
"1478 Various jobs contracts (OTE-1478, EXTENSION OF VARIOUS JOBS, ) of Works Division of SAIL/Bokaro Steel Plant.",none,"1478 Various jobs contracts (OTE-1478, EXTENSION OF VARIOUS JOBS, ) of Works Division of SAIL/Bokaro",Bokaro Steel Plant,May 17 2020  9:45:00:000PM,Jun  5 2020 11:59:59:000PM, --  ,4
"Installation & Repair of Runners of Blast Furnace No 1 to 6 at Bhilai Steel Plant, Bhilai.",skilled_manpower,1771  Date: 02/04/2020,SAIL REFRACTORY UNIT,Apr  3 2020  6:00:00:000PM,Apr 23 2020 12:00:00:000PM, --  ,6
Providing Services for Jobs at Shops Department,unskilled_manpower ,3810929 Dated 09.03.2020,Visvesvaraya Iron & Steel Plant,Mar  9 2020 12:00:00:000PM,Apr 16 2020  3:00:00:000PM,Corr,7
Verification & Certification of Calibration of 1000 KN Universal Testing Machine & Impact Testing,skilled_manpower,3810930  Dated 18.03.2020,Visvesvaraya Iron & Steel Plant,Apr 24 2020  4:30:00:000PM,May 19 2020  3:00:00:000PM,Corr,6
"Supply, retrofitting installation and commissioning of VCB",skilled_manpower,3910187 dtd 30.04.2020,Visvesvaraya Iron & Steel Plant,Apr 30 2020  6:00:00:000PM,May 21 2020  3:00:00:000PM, --  ,6
Supply of Handling Equipment (Articular Trailor & revolving Crane) for BSC on Daily Hire Charges Basis,skilled_manpower,8000013516,Bhilai Steel Plant,Apr 23 2020  9:00:00:000AM,Apr 30 2020  1:00:00:000PM, --  ,6
Repair/Re-construction of damaged culverts in major/internal roads of Bhilai Township.,skilled_manpower,8000013571,Bhilai Steel Plant,Mar  9 2020  1:00:00:000PM,Mar 23 2020  1:00:00:000PM, --  ,6
Outsourcing of laundry activities at JLNH&RC Bhilai,unskilled_manpower ,8000013631 dt 14.03.2020,Bhilai Steel Plant,Mar 14 2020  4:00:00:000PM,Mar 21 2020  1:00:00:000PM, --  ,7
"Providing additional Pipe Line from foot hill to Jaal top water tank no.1 , installation of Pump set and construction of Water tank for water supply to Block-A security camp at Rowghat Mining Area",skilled_manpower,8000014001,Bhilai Steel Plant,Apr 10 2020  5:00:00:000PM,Apr 13 2020  1:00:00:000PM, --  ,6
"Providing additional pipe line from foot hill to Jaal top water tank no:1 , Installation of pump set and construction of Water tank for water supply to block A security camp at Rowghat Mining area",skilled_manpower,8000014001 dtd 04.04.2020,Bhilai Steel Plant,Apr  9 2020  5:00:00:000PM,Apr 13 2020  1:00:00:000PM, --  ,6
Environmental Monitoring in Rowghat Iron Ore Mine from Environmental Laboratory approved by MOEF/CPCB or NABL /NABET accredited Lab,skilled_manpower,8000014012,Bhilai Steel Plant,Apr 22 2020  6:00:00:000AM,Apr 28 2020  1:00:00:000PM, --  ,6
"Repair & maintenance contract for Air Coolers, ACs, water coolers & refrigerators in Bhilai Township.",skilled_manpower,8000014025,Bhilai Steel Plant,Apr 10 2020  5:00:00:000PM,Apr 15 2020  1:00:00:000PM, --  ,6
Cleaning of Major Nallahs in Bhilai Township.( For registered bidders only),unskilled_manpower ,8000014178,Bhilai Steel Plant,Apr 23 2020  5:00:00:000PM,Apr 29 2020  1:00:00:000PM, --  ,7
Cleaning and desilting of Road side drains in Bhilai Township. ( For registered bidders of BSP Only),unskilled_manpower ,8000014179,Bhilai Steel Plant,Apr 23 2020  5:00:00:000PM,Apr 29 2020  1:00:00:000PM, --  ,7
Lifting and disposal of dead animals from Bhilai Township and Plant Area.( Limited Tender Registered),unskilled_manpower ,8000014345,Bhilai Steel Plant,May 13 2020 12:00:00:000PM,May 23 2020  1:00:00:000PM, --  ,7
AMC of 17 (Seventeen) cranes and replacement of spare component assemblies in all cranes of ASP  ,skilled_manpower,ASP/CAC/19/6100/0634 DATED:07/04/2020,Alloy Steels Plant,Apr  8 2020 12:00:00:000PM,Apr 21 2020  3:00:00:000PM, --  ,6
BAR CONVERSION FROM ASP BILLETS,none,ASP/CAC/19/6470/0716 DATED :27/01/2020,Alloy Steels Plant,Jan 28 2020 12:00:00:000PM,May  5 2020  3:00:00:000PM,Corr,4
RATE CONTRACT FOR UNIT LENGTH CUT BILLETS FOR O.F. (AMBAJHARI),none,ASP/CAC/19/6470/0773 DATE:15/05/2020,Alloy Steels Plant,May 19 2020 12:00:00:000PM,May 29 2020  3:00:00:000PM, --  ,4
"Contractual assistance ,reconditioning and illumination jobs in SMS & CCS for 2020-21",none,ASP/CAC/20/6100/0752 Dated:31-03-2020,Alloy Steels Plant,Apr  1 2020 12:00:00:000PM,Apr 10 2020  3:00:00:000PM, --  ,4
Contract for repair and maintenance and allied jobs of production shops for the 2020-21,skilled_manpower,ASP/CAC/20/6200/0753 Dated:04/04/2020,Alloy Steels Plant,Apr  4 2020  2:00:00:000PM,Apr 21 2020  3:00:00:000PM, --  ,6
CONVERSION OF GRATE BARS FOR BSP,none,ASP/CAC/20/6470/0772 DATE:15/05/2020,Alloy Steels Plant,May 19 2020 12:00:00:000PM,May 29 2020  3:00:00:000PM, --  ,4
CONVERSION OF 900 DIA ROLL FROM BSL INPUT ROLL,none,ASP/CAC/20/6470/0774 dated:15/05/2020,Alloy Steels Plant,May 19 2020 11:00:00:000AM,May 29 2020  3:00:00:000PM, --  ,4
"Cleaning ,Sanitation & House Keeping Contract of Ispat Bhawan,Estate ,HRD,Guest House",unskilled_manpower ,ASP/CAC/20/7100/0758 Dated:14-04-2020,Alloy Steels Plant,Apr 15 2020  1:00:00:000PM,Apr 28 2020  3:00:00:000PM, --  ,7
Distribution of potable water through water tanker in Bhilai Township.,unskilled_manpower ,CC-NW/PR-1130016841/TEED/LTR-2020300022/Date : 06-04-2020,Bhilai Steel Plant,Apr 17 2020 11:30:00:000AM,Apr 20 2020  1:00:00:000PM, --  ,7
Distribution of potable water through water tanker in Bhilai Township.,unskilled_manpower ,CC-NW/PR-1130016841/TEED/LTR-2020300022/Date : 06-04-2020,Bhilai Steel Plant,Apr 13 2020  3:00:00:000PM,Apr 15 2020  1:00:00:000PM,Corr,7
AMC for PA System of Plant of MIOM.,skilled_manpower,CC/4091/OT/MIOM/T- 05    Dated : 13/04/2020,Raw Materials Division (RMD),Apr 14 2020 11:00:00:000AM,May 15 2020  3:00:00:000PM, --  ,6
Provision of EPU Sports flooring of Megha Club at MIOM,none,CC/4104/OT/MIOM/T-06  dated : 20/04/2020,Raw Materials Division (RMD),Apr 21 2020 11:00:00:000AM,May 15 2020  3:00:00:000PM, --  ,4
Maintenance of Railway Track of Private Siding [Lump-SOBK & Fines-FOS] of KIOM at Kiriburu,unskilled_manpower ,CC/4164/OT/KIOM/T-261/Dated/18/03/2020,Raw Materials Division (RMD),Mar 19 2020  1:00:00:000PM,May  7 2020  3:00:00:000PM,Corr,7
Loading of Spilled Fine Ore from Railway Track into Wagons at New Bunker Siding and Cleaning & Stacking of Spilled Ore [Lump and Fine] at 50 Mtr Average Distance from Loading Line at KIOM,unskilled_manpower ,CC/4166/OT/KIOM/T-262/Dated/18/03/2020,Raw Materials Division (RMD),Mar 19 2020  1:00:00:000PM,Apr  8 2020  3:00:00:000PM, --  ,7
"Rate Contract for Providing Meal to the Cadets & Hostel Warden of Eklavya Archery Academy, KIOM",unskilled_manpower ,CC/4168/OT/MIOM/T-258/Dated/11/03/2020,Raw Materials Division (RMD),Mar 12 2020  8:00:00:000PM,Apr  1 2020  3:00:00:000PM, --  ,7
"Support Facility for Cleaning of Stacker, Reclaimer and Wagon Loader, KIOM",unskilled_manpower ,CC/4178/OT/KIOM/T-002/Dated/06/04/2020,Raw Materials Division (RMD),Apr  7 2020  7:00:00:000PM,Apr 22 2020  3:00:00:000PM, --  ,7
Testing and calibration of Relays of Electrical Services & Plant of MIOM.,skilled_manpower,CC/4186/OT/MIOM/T-268    Dated: 24/03/2020,Raw Materials Division (RMD),Mar 25 2020 11:00:00:000AM,Apr 24 2020  3:00:00:000PM, --  ,6
"Supply, Installation, Supervision & Commissioning of PLC System for 3000 TPH Wagon Loader",skilled_manpower,CC/4203/OT/MIOM/T-04    Dated: 13/04/2020,Raw Materials Division (RMD),Apr 14 2020 11:00:00:000AM,May 30 2020  3:00:00:000PM,Corr,6
"Supply, Installation, Supervision & Commissioning of PLC System for 3000 TPH Wagon Loader",skilled_manpower,CC/4203/OT/MIOM/T-04    Dated: 13/04/2020,Raw Materials Division (RMD),Apr 14 2020 11:00:00:000AM,May 15 2020  3:00:00:000PM, --  ,6
"Support Facility for Heavy Maintenance Group in Crushing Plant, KIOM",none,CC/4205/OT/KIOM/T-012/Dated/25/04/2020,Raw Materials Division (RMD),Apr 25 2020  6:00:00:000PM,May 20 2020  3:00:00:000PM, --  ,4
AMC for Repair & Maintenance of Wireless Sets of MIOM,skilled_manpower,CC/4219/OT/MIOM/T- 15     Dated : 15/05/2020,Raw Materials Division (RMD),May 16 2020 11:30:00:000AM,Jun 19 2020  3:00:00:000PM, --  ,6
Internal electrification and proper illumination inside extension of badminton hall in sports complex of sector 4,skilled_manpower,CCNW/19-20/LTE-627/TE-ELEC-4010023160    dtd. 06.03.2020,Bokaro Steel Plant,Mar 13 2020 11:00:00:000AM,Mar 23 2020  4:30:00:000PM, --  ,6
PAINTING OF SPEED BREAKERS AT VARIOUS LOCATIONS IN B.S.CITY,unskilled_manpower ,CCNW/19-20/LTE-628/TE-CIVIL- 4010023353   Dtd. 09.03. 2020,Bokaro Steel Plant,Mar 11 2020  5:00:00:000PM,Mar 23 2020  4:30:00:000PM, --  ,7
Rain water harvesting for Bokaro Niwas at B S City.,none,CCNW/19-20/LTE-629/TE-CIVIL- 4010022717   Dtd. 13.03. 2020,Bokaro Steel Plant,Mar 13 2020 12:00:00:000PM,Mar 25 2020  4:30:00:000PM, --  ,4
"CLEANING AND FLUSHING OF MANHOLES INSIDE THE BGH CAMPUS FOR THE YEAR- 2020-21, 21-22, 22-23.",unskilled_manpower ,CCNW/19-20/LTE-630/BGH- 4010023396   Dtd.  17.03. 2020,Bokaro Steel Plant,Mar 18 2020  5:00:00:000PM,Mar 26 2020  4:30:00:000PM, --  ,7
"CLEANING & DESILTING OF INTAKE CHAMBERS AT TENU CANAL MOUTH & CLEANING OF MOUTH AT CANAL PUMP HOUSE ETC. INSIDE PLANT, AT BS CITY.",unskilled_manpower ,CCNW/19-20/LTE-631/TE-WS- 4010023003   Dtd.  21.03. 2020,Bokaro Steel Plant,Mar 24 2020  4:00:00:000PM,Apr  3 2020  4:30:00:000PM, --  ,7
Distribution of nimboo pani at coal tower of coke oven as per direction of officer in charge.,unskilled_manpower ,CCNW/19-20/LTE-632/PERS- 4010023480   Dtd.  23.03. 2020,Bokaro Steel Plant,Mar 23 2020  6:00:00:000PM,Mar 31 2020  4:30:00:000PM, --  ,7
"Preventive maintenance of Sub-station, Street light, Jumpers and feeder Cable Connections at BGH",skilled_manpower,CCNW/19-20/LTE-633/BGH-4010023355 Dtd.  24.03. 2020,Bokaro Steel Plant,Mar 27 2020 12:15:00:000PM,Apr  7 2020  4:30:00:000PM, --  ,6
OUTSOURCING LAUNDRY SERVICES OF BGH AT SAIL/BOKATO STEEL PLANT FOR THE YEAR 2019-2020,unskilled_manpower ,CCNW/19-20/OTE-759/BGH-4010022201 Dtd: 09.03.2020,Bokaro Steel Plant,Mar 12 2020 12:00:00:000PM,Mar 24 2020  4:30:00:000PM, --  ,7
